FID,SCD,STR_NAME,BEZANZ,BEZLISTE,GUELTIG_AB,GIP_OBJECTID,NAMECAT,NAMECAT_NAME
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1255,21432,Josef-Madersperger-Denkmal,1,4,2014-02-20,46674961,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1254,21433,Siegfried-Marcus-Denkmal,1,4,2014-02-20,46675212,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1253,21434,Joseph-Ressel-Denkmal,1,4,2014-02-20,46675234,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1252,21435,Joseph-Ressel-Denkmal,1,14,2014-02-20,46675271,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1251,21436,Smital-Hans-Denkmal,1,21,2014-02-20,46675424,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1250,21437,Johannes-Brahms-Denkmal,1,4,2014-02-20,46675542,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-124f,21438,Rubens-Denkmal,1,1,2014-02-21,46679448,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-124e,21439,Raffael-Denkmal,1,1,2014-02-21,46679466,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-124d,21440,Dürer-Denkmal,1,1,2014-02-21,46679476,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-124c,21441,Michelangelo-Denkmal,1,1,2014-02-21,46679487,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-124b,21442,Leonardo-da-Vinci-Denkmal,1,1,2014-02-21,46679519,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-124a,21501,Augustinerhof,1,1,2014-02-19,46669052,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1249,21502,Klosterhof,1,1,2014-02-19,46669064,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1248,21503,Marschallhof,1,1,2014-02-19,46669085,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1247,21504,Kaiserhof,1,1,2014-02-19,46669119,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1246,21505,Batthyanyhof,1,1,2014-02-19,46669136,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1245,21423,Wehrmann in Eisen-Denkmal,1,1,2014-02-20,46673543,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1244,21424,Abraham-a-Sancta-Clara-Denkmal,1,1,2014-02-20,46673694,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1243,21422,Salm-Denkmal,1,1,2014-02-19,46668903,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1242,21425,Erzherzog-Albrecht-Denkmal,1,1,2014-02-20,46673719,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1241,21426,Goethe-Denkmal,1,1,2014-02-20,46673747,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1240,20876,Schillerpark,1,1,2014-02-20,46673810,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-123f,21500,Amalienhof,1,1,2014-02-19,46668992,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-123e,21427,Friedrich-Schiller-Denkmal,1,1,2014-02-20,46673839,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-123d,21428,Franz-Werfel-Denkmal,1,1,2014-02-20,46674092,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-123c,21429,Josef-Weinheber-Denkmal,1,1,2014-02-20,46674109,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-123b,05893,Lina-Bo-Bardi-Platz,1,22,2018-06-05,46666042,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-123a,21411,Friedrich-Freiherr-von-Schmidt-Denkmal,1,1,2014-02-19,46666208,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1239,21412,Elisabeth-Denkmal,1,1,2014-02-19,46666317,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1238,21413,Rudolf-von-Alt-Denkmal,1,1,2014-02-19,46666348,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1237,21414,Karl-Seitz-Denkmal,1,1,2014-02-19,46666970,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1236,21415,Clemens-Maria-Hofbauer-Denkmal,1,1,2014-02-19,46667282,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1235,21416,Leopold-Figl-Denkmal,1,1,2014-02-19,46667298,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1234,21410,Josef-Popper-Lynkeus-Denkmal,1,1,2014-02-19,46665892,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1233,21417,Theodor-Körner-Denkmal,1,1,2014-02-19,46668552,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1232,21418,Starhemberg-Denkmal,1,1,2014-02-19,46668599,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1231,21419,Fischer-von-Erlach-Denkmal,1,1,2014-02-19,46668630,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1230,21420,Sonnenfels-Denkmal,1,1,2014-02-19,46668862,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-122f,21421,Kollonits-Denkmal,1,1,2014-02-19,46668885,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-122e,21401,Robert-Micklitz-Denkmal,1,19,2014-02-18,46659432,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-122d,21402,Admiral-Wilhelm-von-Tegetthoff-Denkmal,1,2,2014-02-18,46660128,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-122c,21403,Alexander-Freiherr-von-Hügel-Denkmal,1,13,2014-02-18,46661691,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-122b,05878,Gewidmete Verkehrsfläche,1,22,2015-09-16,46665675,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-122a,21400,Adolf-Guttenberg-Denkmal,1,18,2014-02-18,46659265,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1229,21404,Adolf-Schärf-Denkmal,1,1,2014-02-19,46665709,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1228,21405,Ernst-Mach-Denkmal,1,1,2014-02-19,46665734,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1227,21406,Waldmüller-Denkmal,1,1,2014-02-19,46665751,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1226,21407,Liebenberg-Denkmal,1,1,2014-02-19,46665780,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1225,21408,Strauss-Lanner-Denkmal,1,1,2014-02-19,46665828,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1224,21409,Dr.-Karl-Renner-Denkmal,1,1,2014-02-19,46665849,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1223,21396,Carl-Michael-Ziehrer-Denkmal,1,2,2014-02-18,46658854,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1222,21397,Adalbert-Stifter-Denkmal,1,18,2014-02-18,46659039,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1221,21398,Adalbert-Stifter-Denkmal,1,14,2014-02-18,46659115,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1220,21399,Auguste-Fickert-Denkmal,1,18,2014-02-18,46659187,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-121f,21607,Raffael-Denkmal,1,9,2014-09-01,47335280,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-121e,21608,Richard-Waldemar-Denkmal,1,6,2014-09-01,47335310,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-121d,21609,Robert-Stolz-Denkmal,1,2,2014-09-01,47335587,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-121c,21610,Calafati-Denkmal,1,2,2019-02-01,47336335,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-121b,21611,Theodor-Körner-Denkmal,1,19,2014-09-02,47336367,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-121a,21612,Übergang der Franzosen-Denkmal,1,22,2014-09-02,47336867,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1219,10884,Brigittenauer Brücke,3,20|21|22,1981-04-23,47337972,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1218,21595,Leopold-Steiner-Denkmal,1,14,2014-08-26,47329205,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1217,21596,Lessing-Denkmal,1,1,2014-08-26,47329236,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1216,21597,Leuchtobelisk,1,6,2014-08-26,47329244,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1215,21598,Löwe von Aspern,1,22,2014-08-26,47329277,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1214,21599,Ludwig-Anzengruber-Denkmal,1,1,2014-08-26,47329288,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1213,21600,Marco d´Aviano-Denkmal,1,1,2014-08-27,47330247,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1212,21601,Margarethe-Manhardt-Denkmal,1,2,2014-08-27,47330253,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1211,21602,Maria-Carolina-Denkmal,1,13,2014-08-27,47330389,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1210,21603,Ludwig-Gruber-Gedenkstein,1,18,2014-08-27,47330405,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-120f,21604,Maria-Immaculata-Kriegerdenkmal,1,23,2014-08-27,47330547,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-120e,21605,Maria-Theresia-Denkmal,1,1,2014-08-27,47330569,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-120d,21606,Fridtjof-Nansen-Denkmal,1,23,2014-08-27,47330690,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-120c,21585,Karl-Münichreiter-Denkmal,1,13,2014-08-22,47326907,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-120b,21586,Kaiser-Karl-der-Große-Denkmal,1,1,2014-08-26,47328747,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-120a,21587,Karl-Lueger-Denkmal,1,19,2014-08-26,47328759,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1209,21588,Karl-Lueger-Denkmal,1,13,2014-08-26,47328768,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1208,21589,Karl-Volkert-Denkmal,1,16,2014-08-26,47328777,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1207,21590,Klaus-von-Flüe-Denkmal,1,2,2014-08-26,47328782,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1206,21591,Klostermann-Theresia-Denkmal,1,23,2014-08-26,47328796,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1205,21592,Leopold-der-Glorreiche-Denkmal,1,1,2014-08-26,47328932,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1204,21593,Herzog-Heinrich-Jasomirgott-Denkmal,1,1,2014-08-26,47328971,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1203,12762,Watzlawickweg,1,10,2016-04-05,47328980,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1202,21594,Rudolf-der-Stifter-Denkmal,1,1,2014-08-26,47328982,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1201,12763,Emilie-Flöge-Weg,1,10,2016-04-05,47329029,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-1200,06759,Falschlehnerweg,1,22,2018-12-04,50482566,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11ff,06760,Mahrweg,1,22,2018-12-04,50482788,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11fe,06761,Robert-Parzer-Weg,1,22,2018-06-05,50482881,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11fd,06762,Sonja-Hajek-Weg,1,22,2018-05-08,50483043,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11fc,06763,Gerhard-Büchl-Weg,1,22,2018-05-08,50483246,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11fb,06764,Lotte-Hass-Weg,1,22,2018-05-08,50483409,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11fa,06765,Anni-Haider-Weg,1,22,2018-05-08,50483484,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11f9,12776,Antonia-Weiss-Weg,1,22,2018-05-08,50483777,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11f8,20897,Parkanlage Stolzenthalergasse,1,8,2014-08-19,47319361,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11f7,21582,Josef-Haydn-Denkmal,1,6,2014-08-20,47323934,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11f6,21045,Universität Wien Rossau,1,9,2014-08-22,47326727,31000,Schule
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11f5,21583,Karl-Panek-Denkmal,1,17,2014-08-22,47326789,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11f4,21584,Karl-Kantner-Denkmal,1,16,2014-08-22,47326899,40030,Denkmal
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11f3,06758,Heribert-Rath-Weg,1,22,2018-12-04,50482409,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11f2,12777,Gewidmete Verkehrsfläche,1,22,2017-07-11,50483927,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11f1,12778,Gewidmete Verkehrsfläche,1,22,2017-07-11,50483985,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11f0,16605,KLG ÖBB Simmering 2059 (Freudenau),1,2,2015-12-10,50686769,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11ef,12779,Selma-Steinmetz-Gasse,1,21,2017-11-06,50694126,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11ee,12802,Claudia-Dietl-Platz,1,21,2017-11-06,50694242,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11ed,12780,Ferdinand-Platzer-Gasse,1,21,2017-11-06,50694298,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11ec,12831,Anna-Boschek-Platz,1,21,2017-11-06,50694386,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11eb,06766,Ottokar-Fischer-Gasse,1,10,2016-11-29,51216092,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11ea,12782,Zelda-Kaplan-Weg,1,10,2016-11-29,51243854,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11e9,06767,Hilda-Geiringer-Gasse,1,10,2016-11-29,51244039,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11e8,12783,Gödelgasse,1,10,2016-05-10,51244148,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11e7,12784,Siemensweg,1,21,2016-01-15,51244366,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11e6,14355,Elfi-Dassanowsky-Hof,1,6,2016-02-29,51295883,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11e5,21904,Skytower,1,10,2016-01-25,51400012,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11e4,20930,Grünanlage Alszeile,1,17,2016-01-28,51414130,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11e3,21905,48er-Basar,1,22,2016-01-27,51432908,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11e2,10900,Mayrederbrücke,1,22,2016-02-10,51576159,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11e1,10888,Seepark Fußgängersteg 1,1,22,2016-02-17,51661567,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11e0,10889,Gewidmete Verkehrsfläche,1,22,2016-02-17,51662141,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11df,14356,Leopold-Figl-Hof,1,1,2016-02-17,51664370,35170,Wohngebiete
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11de,20931,Jugendaktivzone,1,15,2016-03-10,51799326,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11dd,20932,Grünanlage Auf der Schmelz,1,15,2016-02-26,51799485,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11dc,20933,Grünanlage Wientalterrasse,1,5,2016-02-26,51800881,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11db,20934,Parkanlage Gersthofer Straße,1,18,2016-02-26,51800979,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11da,05668,Artmanngasse,1,11,1973-04-25,10005538,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11d9,05276,Wiedermanngasse,1,11,1895-08-06,10005169,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11d8,05737,Awarenstraße,1,11,1983-11-03,10005600,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11d7,01235,Fockygasse,1,12,1928-06-06,10001195,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11d6,03095,Marokkanergasse,1,3,1790-06-30,10003024,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11d5,02192,Jaurèsgasse,1,3,1919-09-24,10002135,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11d4,06693,Platz der Kinderrechte,1,20,2008-06-10,10473491,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11d3,10857,Erdberger Steg,2,2|3,2004-05-04,10422706,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11d2,02950,Löwengasse,1,3,1862-06-30,10002882,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11d1,00528,Börsegasse,1,1,1870-01-01,10000512,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11d0,03484,Oelweingasse,1,15,1919-09-24,10003408,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11cf,05206,Weiglgasse,1,15,1894-06-30,10005100,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11ce,02023,Hörndlwaldgasse,1,13,1924-04-01,10001968,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11cd,01524,Gnedgasse,1,13,1955-06-08,10001479,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11cc,01957,Heubergergasse,1,13,1955-06-08,10001903,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11cb,00970,Edelsteingasse,1,21,1955-09-07,10000933,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11ca,10066,Große Ungarbrücke,1,3,1911-08-24,10007355,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11c9,09294,Kelsenstraße,1,3,1981-11-05,10006684,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11c8,12711,Friedrich-Kostelnik-Weg,1,13,2006-02-21,10452538,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11c7,09676,Alfred-Huth-Gasse,1,21,1992-06-11,10007011,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11c6,00583,Brennergasse,1,23,1973-01-05,10000563,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11c5,06295,Lehnertgasse,1,21,1993-09-16,10006118,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11c4,12536,Regnerweg,1,21,1994-09-22,10008609,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11c3,00227,Anton-Sattler-Gasse,1,22,1993-04-01,10000216,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11c2,05869,Max-Böhm-Gasse,1,22,2009-12-01,10005719,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11c1,04484,Senngasse,1,11,1907-06-30,10004386,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11c0,05764,Franz-Grill-Straße,1,3,2013-11-04,10005625,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11bf,03296,Mühlgasse,1,4,1894-11-07,10003224,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11be,01215,Fleischmanngasse,1,4,1832-01-01,10001175,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11bd,06613,Irene-Harand-Platz,1,4,2006-02-21,10458429,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11bc,04010,Rossakgasse,1,23,1954-05-19,10003927,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11bb,02222,Johann-Gottek-Gasse,1,23,1966-02-23,10002164,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11ba,04940,Trautsongasse,1,8,1892-06-30,10004839,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11b9,00088,Alserbachstraße,1,9,1862-01-01,10000084,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11b8,03368,Nestroygasse,1,14,1973-01-05,10003295,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11b7,04070,Rudolf-Pöch-Gasse,1,14,1931-09-25,10003984,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11b6,02165,Jacobsgasse,1,14,1972-06-27,10002109,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11b5,01401,Gartengasse,1,5,1862-01-01,10001358,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11b4,04913,Töpfelgasse,1,14,1894-06-30,10004812,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11b3,03418,Nisselgasse,1,14,1894-06-30,10003343,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11b2,02818,Leegasse,1,14,1905-03-15,10002752,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11b1,04430,Schwenkgasse,1,12,1894-10-05,10004333,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11b0,06367,Hans-Weiner-Dillmann-Platz,1,12,1996-01-18,10006188,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11af,04871,Theergasse,1,12,1930-04-30,10004770,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11ae,03969,Rizygasse,1,12,1918-01-03,10003887,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11ad,01819,Hasenhutgasse,1,12,1930-05-28,10001768,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11ac,02249,Josefine-Wessely-Weg,1,12,1931-02-04,10002190,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11ab,02603,Koppreitergasse,1,12,1907-06-30,10002537,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11aa,03360,Nelkenweg,1,14,1973-01-05,10003287,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11a9,02810,Lebingergasse,1,14,1929-04-24,10002744,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11a8,12075,Stranskyweg,1,14,1974-02-04,10008189,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11a7,00389,Beckmanngasse,2,14|15,1973-01-05,10000377,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11a6,05438,Zennerstraße,1,14,1906-05-10,10005328,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11a5,02728,Labersteig,1,14,1930-01-29,10002662,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11a4,03094,Marnogasse,1,14,1894-06-30,10003023,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11a3,02458,Kinkplatz,1,14,1934-06-05,10002398,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11a2,01943,Herschmannweg,1,14,1932-07-11,10001889,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11a1,12346,Weinfeldweg,1,14,1997-12-05,10008426,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-11a0,03779,Promenade,1,13,1973-01-05,10003699,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-119f,05092,Vitusgasse,1,13,1894-06-30,10004987,1113,Gemeindestraße
